customer_id,outstanding_amount,current_utilization,min_due,payment_day,days_to_payment,existing_emi_count,past_emi_conversions,emi_eligible,max_emi_tenure
C32177,75773,94.7,3788,5,12,0,1,true,9
C32178,24031,10.0,1201,10,17,0,0,true,3
C32179,22506,21.4,1125,15,22,0,0,true,3
C32180,0,0.0,0,1,8,0,1,false,3
C32181,0,0.0,0,1,8,2,1,false,3
C32182,3499,4.1,174,10,17,1,0,false,3
C32183,0,0.0,0,1,8,0,3,false,3
C32184,36,0.0,1,20,27,1,0,false,3
C32185,0,0.0,0,1,8,0,0,false,3
C32186,55574,74.1,2778,15,22,0,2,true,12
C32187,619,0.2,30,5,12,0,1,false,3
C32188,0,0.0,0,10,17,0,1,false,3
C32189,0,0.0,0,20,27,1,1,false,3
C32190,79953,88.8,3997,1,8,0,0,true,12
C32191,66500,95.0,3325,10,17,0,2,true,12
C32192,14142,5.3,707,15,22,0,1,true,3
C32193,0,0.0,0,15,22,0,1,false,3
C32194,0,0.0,0,20,27,2,0,false,3
C32195,0,0.0,0,1,8,0,3,false,3
C32196,6246,15.6,312,20,27,0,2,false,3
C32197,27311,8.3,1365,1,8,1,2,true,12
C32198,33250,95.0,1662,5,12,2,1,true,12
C32199,0,0.0,0,20,27,1,2,false,3
C32200,33250,95.0,1662,15,22,0,1,true,9
C32201,0,0.0,0,10,17,2,1,false,3
C32202,3921,0.4,196,10,17,0,1,false,3
C32203,2893,1.1,144,10,17,0,3,false,3
C32204,124608,75.5,6230,10,17,0,0,true,12
C32205,61750,95.0,3087,15,22,1,0,true,12
C32206,0,0.0,0,1,8,0,3,false,3
C32207,2980,1.5,149,20,27,0,2,false,3
C32208,15698,3.7,784,10,17,1,1,true,3
C32209,0,0.0,0,5,12,0,2,false,3
C32210,43374,36.1,2168,15,22,2,2,true,12
C32211,75317,94.1,3765,1,8,0,3,true,12
C32212,259,0.1,12,20,27,1,1,false,3
C32213,69308,8.8,3465,20,27,1,0,true,12
C32214,36909,13.9,1845,1,8,0,0,true,12
C32215,3351,0.4,167,10,17,1,1,false,3
C32216,38874,5.0,1943,20,27,1,0,true,9
C32217,0,0.0,0,10,17,0,0,false,3
C32218,0,0.0,0,5,12,1,2,false,3
C32219,3781,1.4,189,20,27,3,1,false,3
C32220,0,0.0,0,20,27,1,0,false,3
C32221,4257,2.7,212,5,12,0,1,false,3
C32222,25168,83.9,1258,15,22,0,0,true,6
C32223,15631,2.5,781,20,27,0,2,true,9
C32224,26478,48.1,1323,5,12,1,1,true,9
C32225,12718,25.4,635,20,27,0,2,true,3
C32226,147250,95.0,7362,5,12,0,0,true,12
C32227,0,0.0,0,15,22,0,0,false,3
C32228,24872,18.4,1243,5,12,0,0,true,6
C32229,3599,9.0,179,20,27,2,1,false,3
C32230,640,0.3,32,1,8,1,2,false,3
C32231,42750,95.0,2137,1,8,0,0,true,6
C32232,0,0.0,0,15,22,0,0,false,3
C32233,0,0.0,0,10,17,2,2,false,3
C32234,3751,7.5,187,10,17,1,2,false,3
C32235,1510,2.7,75,15,22,0,3,false,3
C32236,902,0.3,45,10,17,3,1,false,3
C32237,0,0.0,0,10,17,1,1,false,3
C32238,0,0.0,0,1,8,1,1,false,3
C32239,2900,4.5,145,1,8,0,2,false,3
C32240,23750,95.0,1187,10,17,0,0,true,6
C32241,0,0.0,0,5,12,1,2,false,3
C32242,0,0.0,0,15,22,1,0,false,3
C32243,21340,14.7,1067,1,8,0,0,true,6
C32244,42750,95.0,2137,5,12,0,0,true,6
C32245,0,0.0,0,20,27,1,1,false,3
C32246,0,0.0,0,5,12,1,2,false,3
C32247,0,0.0,0,1,8,0,0,false,3
C32248,0,0.0,0,1,8,0,0,false,3
C32249,196235,91.3,9811,20,27,1,0,true,12
C32250,61750,95.0,3087,10,17,0,0,true,12
C32251,51,0.0,2,20,27,0,0,false,3
C32252,47422,28.7,2371,5,12,0,0,true,9
C32253,0,0.0,0,15,22,0,1,false,3
C32254,174886,77.7,8744,20,27,1,1,true,12
C32255,0,0.0,0,5,12,2,1,false,3
C32256,0,0.0,0,1,8,1,1,false,3
C32257,0,0.0,0,15,22,1,0,false,3
C32258,6943,8.7,347,5,12,0,0,false,3
C32259,2571,2.9,128,20,27,0,0,false,3
C32260,46921,93.8,2346,5,12,0,2,true,6
C32261,0,0.0,0,20,27,1,1,false,3
C32262,61380,28.5,3069,5,12,1,0,true,12
C32263,11278,3.8,563,1,8,3,0,true,3
C32264,29359,11.1,1467,5,12,2,0,true,9
C32265,30230,60.5,1511,10,17,0,0,true,6
C32266,1078,0.8,53,5,12,0,0,false,3
C32267,135361,51.1,6768,15,22,0,0,true,12
C32268,0,0.0,0,15,22,0,0,false,3
C32269,12220,8.7,611,20,27,1,0,true,3
C32270,0,0.0,0,20,27,1,1,false,3
C32271,76000,95.0,3800,1,8,0,3,true,12
C32272,12092,4.0,604,10,17,0,0,true,3
C32273,3148,3.1,157,5,12,1,0,false,3
C32274,0,0.0,0,15,22,0,0,false,3
C32275,0,0.0,0,5,12,0,0,false,3
C32276,0,0.0,0,1,8,0,0,false,3
C32277,23750,95.0,1187,1,8,1,3,true,6
C32278,93968,12.7,4698,1,8,0,0,true,12
C32279,13732,30.5,686,1,8,0,1,true,3
C32280,23577,5.6,1178,15,22,0,1,true,6
C32281,0,0.0,0,10,17,1,0,false,3
C32282,0,0.0,0,1,8,1,0,false,3
C32283,0,0.0,0,15,22,0,1,false,3
C32284,120657,27.7,6032,20,27,1,0,true,12
C32285,20331,10.2,1016,5,12,1,0,false,9
C32286,85026,9.1,4251,15,22,0,1,true,12
C32287,0,0.0,0,5,12,0,0,false,3
C32288,0,0.0,0,1,8,1,1,false,3
C32289,7243,1.1,362,15,22,0,0,false,3
C32290,2270,3.5,113,5,12,0,1,false,3
C32291,103,0.1,5,1,8,1,3,false,3
C32292,655107,94.9,32755,20,27,0,0,true,12
C32293,0,0.0,0,1,8,1,2,false,3
C32294,0,0.0,0,5,12,0,0,false,3
C32295,23350,3.8,1167,10,17,0,3,true,6
C32296,0,0.0,0,1,8,0,0,false,3
C32297,0,0.0,0,1,8,0,0,false,3
C32298,0,0.0,0,15,22,1,1,false,3
C32299,0,0.0,0,5,12,2,0,false,3
C32300,3507,4.7,175,1,8,0,2,false,3
C32301,2306,6.6,115,1,8,0,1,false,3
C32302,3484,1.0,174,20,27,2,3,false,3
C32303,0,0.0,0,1,8,0,2,false,3
C32304,0,0.0,0,1,8,0,0,false,3
C32305,4691,0.8,234,10,17,0,2,false,3
C32306,0,0.0,0,15,22,3,1,false,3
C32307,3797,5.1,189,15,22,1,0,false,3
C32308,0,0.0,0,20,27,1,0,false,3
C32309,81189,77.3,4059,1,8,0,0,true,12
C32310,0,0.0,0,5,12,1,2,false,3
C32311,1162,1.4,58,10,17,0,2,false,3
C32312,0,0.0,0,15,22,1,3,false,3
C32313,52052,13.3,2602,15,22,0,0,true,9
C32314,37691,47.1,1884,5,12,0,0,true,9
C32315,1079,1.5,53,1,8,1,0,false,3
C32316,2925,0.5,146,1,8,0,1,false,3
C32317,0,0.0,0,15,22,2,0,false,3
C32318,16159,8.7,807,20,27,1,0,true,3
C32319,0,0.0,0,5,12,1,0,false,3
C32320,45899,22.4,2294,10,17,0,0,true,6
C32321,4555,1.4,227,5,12,1,1,false,3
C32322,4101,0.9,205,1,8,3,2,false,3
C32323,87442,43.7,4372,1,8,0,1,true,12
C32324,0,0.0,0,5,12,0,0,false,3
C32325,0,0.0,0,20,27,1,0,false,3
C32326,26937,11.5,1346,15,22,1,0,true,9
C32327,0,0.0,0,15,22,1,0,false,3
C32328,0,0.0,0,1,8,2,0,false,3
C32329,27,0.0,1,10,17,1,0,false,3
C32330,3871,4.6,193,10,17,0,2,false,3
C32331,7328,3.1,366,5,12,1,0,false,3
C32332,64065,64.1,3203,1,8,1,1,false,9
C32333,0,0.0,0,1,8,0,2,false,3
C32334,66500,95.0,3325,15,22,0,0,true,9
C32335,96009,76.8,4800,5,12,1,0,true,9
C32336,50417,17.4,2520,5,12,0,0,true,12
C32337,61750,95.0,3087,1,8,0,2,true,9
C32338,0,0.0,0,10,17,0,1,false,3
C32339,0,0.0,0,20,27,2,1,false,3
C32340,0,0.0,0,20,27,1,0,false,3
C32341,173,0.0,8,20,27,0,0,false,3
C32342,2138,5.3,106,20,27,1,1,false,3
C32343,0,0.0,0,5,12,0,0,false,3
C32344,65905,25.3,3295,10,17,0,0,true,12
C32345,1531,2.0,76,1,8,0,2,false,3
C32346,11521,2.6,576,20,27,0,0,true,3
C32347,16126,26.9,806,15,22,1,0,true,6
C32348,172646,93.3,8632,5,12,0,2,true,12
C32349,0,0.0,0,1,8,0,0,false,3
C32350,38000,95.0,1900,20,27,0,3,true,9
C32351,0,0.0,0,1,8,1,2,false,3
C32352,70119,36.0,3505,5,12,0,0,true,9
C32353,1357,1.7,67,20,27,1,1,false,3
C32354,0,0.0,0,1,8,0,0,false,3
C32355,0,0.0,0,20,27,0,1,false,3
C32356,0,0.0,0,1,8,0,0,false,3
C32357,7695,11.0,384,1,8,0,2,false,3
C32358,114693,13.6,5734,1,8,1,0,true,12
C32359,0,0.0,0,5,12,0,0,false,3
C32360,23315,16.7,1165,5,12,2,1,true,3
C32361,1903,0.3,95,20,27,0,1,false,3
C32362,3740,1.3,187,20,27,0,0,false,3
C32363,0,0.0,0,1,8,0,1,false,3
C32364,0,0.0,0,10,17,0,0,false,3
C32365,50084,62.6,2504,1,8,0,0,true,9
C32366,3017,0.7,150,5,12,0,3,false,3
C32367,0,0.0,0,15,22,0,0,false,3
C32368,72540,65.9,3627,15,22,0,0,true,12
C32369,23750,95.0,1187,10,17,3,0,true,3
C32370,23592,14.3,1179,15,22,1,1,true,9
C32371,0,0.0,0,1,8,0,0,false,3
C32372,79498,79.5,3974,5,12,0,3,true,9
C32373,8407,3.9,420,5,12,0,3,false,3
C32374,1413,5.7,70,5,12,0,2,false,3
C32375,0,0.0,0,15,22,0,2,false,3
C32376,0,0.0,0,1,8,0,1,false,3
C32377,12647,1.6,632,10,17,0,3,true,3
C32378,19358,7.9,967,1,8,2,0,true,6
C32379,0,0.0,0,15,22,1,0,false,3
C32380,0,0.0,0,1,8,0,0,false,3
C32381,0,0.0,0,5,12,0,0,false,3
C32382,75316,94.1,3765,20,27,2,0,true,12
C32383,10562,16.2,528,20,27,0,1,true,3
C32384,287626,63.2,14381,15,22,0,3,true,12
C32385,0,0.0,0,20,27,0,1,false,3
C32386,0,0.0,0,1,8,2,2,false,3
C32387,0,0.0,0,15,22,0,3,false,3
C32388,0,0.0,0,1,8,1,3,false,3
C32389,142619,33.6,7130,1,8,1,1,true,12
C32390,3139,3.3,156,5,12,2,1,false,3
C32391,1916,1.7,95,20,27,2,0,false,3
C32392,14993,9.1,749,20,27,0,0,true,3
C32393,0,0.0,0,1,8,0,0,false,3
C32394,97,0.1,4,5,12,1,0,false,3
C32395,0,0.0,0,5,12,0,0,false,3
C32396,57000,95.0,2850,15,22,0,2,true,12
C32397,84595,76.9,4229,20,27,2,0,true,12
C32398,0,0.0,0,1,8,0,0,false,3
C32399,46984,21.4,2349,15,22,2,0,false,6
C32400,0,0.0,0,1,8,1,0,false,3
C32401,11486,4.3,574,20,27,0,1,true,3
C32402,90093,18.0,4504,10,17,0,0,true,12
C32403,0,0.0,0,10,17,1,0,false,3
C32404,0,0.0,0,5,12,0,1,false,3
C32405,28726,5.9,1436,20,27,0,1,true,6
C32406,87299,58.2,4364,20,27,0,0,true,9
C32407,0,0.0,0,20,27,0,0,false,3
C32408,0,0.0,0,20,27,0,1,false,3
C32409,0,0.0,0,15,22,2,1,false,3
C32410,0,0.0,0,5,12,0,0,false,3
C32411,0,0.0,0,5,12,1,0,false,3
C32412,0,0.0,0,5,12,0,0,false,3
C32413,81566,77.7,4078,15,22,0,2,true,9
C32414,47500,95.0,2375,15,22,0,1,true,6
C32415,1971,0.3,98,1,8,0,0,false,3
C32416,15484,22.1,774,5,12,0,1,true,6
C32417,0,0.0,0,15,22,1,0,false,3
C32418,0,0.0,0,10,17,1,0,false,3
C32419,1087,0.8,54,1,8,1,3,false,3
C32420,4658,5.8,232,1,8,0,0,false,3
C32421,0,0.0,0,5,12,2,0,false,3
C32422,4510,10.0,225,1,8,1,1,false,3
C32423,22390,3.4,1119,5,12,0,0,true,6
C32424,0,0.0,0,10,17,0,1,false,3
C32425,0,0.0,0,15,22,2,0,false,3
C32426,0,0.0,0,1,8,0,0,false,3
C32427,75125,68.3,3756,20,27,1,0,true,12
C32428,33015,47.2,1650,1,8,1,2,true,12
C32429,1401,0.6,70,20,27,0,0,false,3
C32430,50,0.1,2,1,8,0,0,false,3
C32431,6436,2.5,321,20,27,0,0,false,3
C32432,10907,31.2,545,10,17,1,0,true,3
C32433,0,0.0,0,1,8,1,0,false,3
C32434,0,0.0,0,20,27,0,0,false,3
C32435,0,0.0,0,5,12,0,0,false,3
C32436,13744,21.1,687,1,8,0,0,true,3
C32437,2433,2.3,121,15,22,1,1,false,3
C32438,148249,32.9,7412,5,12,0,0,true,12
C32439,0,0.0,0,1,8,0,0,false,3
C32440,0,0.0,0,15,22,0,2,false,3
C32441,66500,95.0,3325,1,8,0,0,true,12
C32442,0,0.0,0,20,27,2,0,false,3
C32443,8830,2.0,441,5,12,1,2,false,3
C32444,65274,10.4,3263,20,27,1,0,true,12
C32445,17477,8.1,873,5,12,1,2,true,6
C32446,0,0.0,0,5,12,0,0,false,3
C32447,0,0.0,0,10,17,0,3,false,3
C32448,130755,53.4,6537,15,22,0,0,true,12
C32449,11612,17.9,580,5,12,0,0,true,6
C32450,0,0.0,0,1,8,3,2,false,3
C32451,0,0.0,0,5,12,0,0,false,3
C32452,26401,9.8,1320,5,12,0,1,true,9
C32453,363,0.7,18,15,22,1,3,false,3
C32454,3307,0.4,165,1,8,0,1,false,3
C32455,0,0.0,0,5,12,2,1,false,3
C32456,3639,0.5,181,1,8,0,0,false,3
C32457,0,0.0,0,15,22,2,2,false,3
C32458,0,0.0,0,1,8,0,0,false,3
C32459,71590,26.0,3579,20,27,0,0,true,12
C32460,0,0.0,0,20,27,0,1,false,3
C32461,22643,45.3,1132,10,17,2,1,true,3
C32462,0,0.0,0,1,8,0,0,false,3
C32463,0,0.0,0,15,22,0,1,false,3
C32464,100473,35.3,5023,15,22,0,2,true,12
C32465,0,0.0,0,1,8,0,3,false,3
C32466,82898,87.3,4144,20,27,3,3,true,12
C32467,2254,2.1,112,10,17,0,2,false,3
C32468,54163,12.3,2708,15,22,0,0,true,12
C32469,246747,38.9,12337,1,8,0,1,true,12
C32470,4050,1.8,202,20,27,3,3,false,3
C32471,0,0.0,0,1,8,0,0,false,3
C32472,0,0.0,0,10,17,1,0,false,3
C32473,4320,1.7,216,5,12,3,3,false,3
C32474,23750,95.0,1187,15,22,3,2,true,6
C32475,0,0.0,0,10,17,1,3,false,3
C32476,14834,4.6,741,5,12,1,0,true,6
C32477,10399,17.3,519,10,17,1,0,true,3
C32478,0,0.0,0,5,12,0,2,false,3
C32479,0,0.0,0,1,8,0,2,false,3
C32480,0,0.0,0,20,27,0,1,false,3
C32481,0,0.0,0,1,8,0,2,false,3
C32482,15533,31.1,776,10,17,0,1,true,6
C32483,0,0.0,0,5,12,0,0,false,3
C32484,0,0.0,0,5,12,1,0,false,3
C32485,0,0.0,0,5,12,1,3,false,3
C32486,0,0.0,0,1,8,0,0,false,3
C32487,8227,15.0,411,10,17,0,0,false,3
C32488,0,0.0,0,1,8,0,0,false,3
C32489,0,0.0,0,10,17,0,3,false,3
C32490,4291,6.1,214,1,8,0,0,false,3
C32491,9069,5.5,453,1,8,1,1,false,3
C32492,0,0.0,0,5,12,0,0,false,3
C32493,0,0.0,0,5,12,1,0,false,3
C32494,0,0.0,0,20,27,2,0,false,3
C32495,0,0.0,0,1,8,1,1,false,3
C32496,349549,42.1,17477,15,22,0,0,true,12
C32497,6930,2.4,346,1,8,0,0,false,3
C32498,0,0.0,0,20,27,0,0,false,3
C32499,0,0.0,0,1,8,0,0,false,3
C32500,0,0.0,0,1,8,1,1,false,3
C32501,25277,33.7,1263,5,12,0,1,true,9
C32502,0,0.0,0,1,8,0,0,false,3
C32503,0,0.0,0,5,12,1,0,false,3
C32504,6568,4.5,328,5,12,1,0,false,3
C32505,20711,2.1,1035,20,27,0,0,true,3
C32506,0,0.0,0,1,8,1,0,false,3
C32507,7673,7.7,383,1,8,0,0,false,3
C32508,0,0.0,0,5,12,0,0,false,3
C32509,66500,95.0,3325,1,8,2,0,false,12
C32510,28500,95.0,1425,5,12,0,0,true,6
C32511,17608,9.5,880,1,8,0,2,true,3
C32512,26327,22.9,1316,5,12,0,1,true,12
C32513,0,0.0,0,1,8,0,1,false,3
C32514,21918,10.7,1095,5,12,0,3,true,3
C32515,0,0.0,0,1,8,0,2,false,3
C32516,27768,3.7,1388,5,12,0,0,true,12
C32517,61492,6.4,3074,5,12,0,1,true,12
C32518,61416,15.0,3070,10,17,0,1,true,9
C32519,0,0.0,0,15,22,1,0,false,3
C32520,21134,28.2,1056,1,8,1,0,true,3
C32521,3268,1.2,163,1,8,0,0,false,3
C32522,227,0.0,11,1,8,0,0,false,3
C32523,47406,18.2,2370,1,8,0,3,true,6
C32524,81444,90.5,4072,5,12,0,0,true,12
C32525,0,0.0,0,5,12,3,0,false,3
C32526,23280,42.3,1164,10,17,2,3,true,3
C32527,0,0.0,0,1,8,1,0,false,3
C32528,0,0.0,0,5,12,0,0,false,3
C32529,0,0.0,0,10,17,0,0,false,3
C32530,0,0.0,0,1,8,0,1,false,3
C32531,36158,60.3,1807,1,8,1,0,true,6
C32532,1195,1.6,59,10,17,1,0,false,3
C32533,0,0.0,0,1,8,1,0,false,3
C32534,126342,53.8,6317,10,17,0,0,true,12
C32535,0,0.0,0,1,8,0,0,false,3
C32536,0,0.0,0,5,12,0,0,false,3
C32537,3399,2.4,169,15,22,3,0,false,3
C32538,47750,19.5,2387,1,8,0,1,true,12
C32539,0,0.0,0,20,27,1,0,false,3
C32540,147721,20.7,7386,1,8,0,0,true,12
C32541,16064,6.1,803,1,8,0,0,true,6
C32542,0,0.0,0,20,27,1,0,false,3
C32543,47461,73.0,2373,5,12,1,1,true,9
C32544,0,0.0,0,1,8,0,0,false,3
C32545,0,0.0,0,15,22,0,0,false,3
C32546,13021,17.4,651,5,12,0,0,true,6
C32547,0,0.0,0,20,27,0,1,false,3
C32548,234050,53.2,11702,5,12,0,0,true,12
C32549,3788,2.3,189,20,27,1,0,false,3
C32550,10443,1.5,522,15,22,0,0,true,3
C32551,0,0.0,0,20,27,0,0,false,3
C32552,0,0.0,0,1,8,0,0,false,3
C32553,36194,7.8,1809,15,22,2,0,false,6
C32554,0,0.0,0,15,22,0,3,false,3
C32555,0,0.0,0,1,8,0,0,false,3
C32556,0,0.0,0,5,12,3,3,false,3
C32557,0,0.0,0,5,12,0,0,false,3
C32558,16242,19.1,812,1,8,0,2,true,3
C32559,0,0.0,0,10,17,1,0,false,3
C32560,35331,12.2,1766,1,8,0,0,true,12
C32561,0,0.0,0,10,17,0,0,false,3
C32562,0,0.0,0,10,17,2,0,false,3
C32563,0,0.0,0,15,22,0,0,false,3
C32564,0,0.0,0,20,27,0,1,false,3
C32565,503,0.1,25,20,27,0,1,false,3
C32566,195499,53.6,9774,1,8,0,3,true,12
C32567,58108,13.5,2905,15,22,1,0,true,9
C32568,1115,0.4,55,20,27,1,3,false,3
C32569,0,0.0,0,5,12,1,0,false,3
C32570,91111,16.3,4555,15,22,0,2,true,12
C32571,7611,8.5,380,1,8,0,2,false,3
C32572,73359,13.1,3667,15,22,0,0,true,12
C32573,0,0.0,0,5,12,0,0,false,3
C32574,70421,82.8,3521,15,22,1,0,true,9
C32575,13181,7.8,659,5,12,0,0,true,3
C32576,90676,12.1,4533,5,12,0,0,false,9
C32577,3233,4.6,161,1,8,2,1,false,3
C32578,0,0.0,0,1,8,3,0,false,3
C32579,0,0.0,0,20,27,0,1,false,3
C32580,92508,9.8,4625,20,27,1,1,true,12
C32581,0,0.0,0,1,8,0,0,false,3
C32582,39553,16.1,1977,1,8,0,0,true,12
C32583,45971,10.1,2298,5,12,2,0,true,6
C32584,83407,30.3,4170,5,12,2,1,true,9
C32585,0,0.0,0,1,8,0,2,false,3
C32586,57000,95.0,2850,20,27,0,0,true,9
C32587,13946,8.0,697,1,8,0,0,true,6
C32588,10815,3.7,540,10,17,0,0,true,3
C32589,0,0.0,0,20,27,0,1,false,3
C32590,167756,93.2,8387,10,17,0,0,true,12
C32591,0,0.0,0,20,27,1,1,false,3
C32592,0,0.0,0,1,8,0,2,false,3
C32593,0,0.0,0,1,8,1,2,false,3
C32594,146019,37.9,7300,5,12,2,0,true,12
C32595,4889,3.0,244,15,22,1,0,false,3
C32596,17879,18.8,893,1,8,0,0,true,3
C32597,0,0.0,0,15,22,0,0,false,3
C32598,0,0.0,0,5,12,0,0,false,3
C32599,149498,68.0,7474,20,27,0,0,true,12
C32600,2577,3.0,128,5,12,1,3,false,3
C32601,0,0.0,0,15,22,2,2,false,3
C32602,76290,69.4,3814,15,22,0,1,true,12
C32603,40092,66.8,2004,5,12,0,0,true,6
C32604,39525,79.0,1976,5,12,0,0,true,9
C32605,32977,4.9,1648,5,12,1,2,true,9
C32606,0,0.0,0,10,17,0,1,false,3
C32607,0,0.0,0,5,12,1,3,false,3
C32608,0,0.0,0,10,17,3,0,false,3
C32609,5887,1.5,294,1,8,2,1,false,3
C32610,75600,31.5,3780,10,17,2,1,true,12
C32611,0,0.0,0,1,8,0,2,false,3
C32612,0,0.0,0,10,17,1,2,false,3
C32613,72356,49.9,3617,10,17,0,0,true,12
C32614,0,0.0,0,10,17,0,2,false,3
C32615,0,0.0,0,1,8,0,0,false,3
C32616,43352,24.1,2167,10,17,3,3,true,9
C32617,0,0.0,0,5,12,0,0,false,3
C32618,0,0.0,0,20,27,0,0,false,3
C32619,0,0.0,0,10,17,0,0,false,3
C32620,0,0.0,0,1,8,0,0,false,3
C32621,0,0.0,0,5,12,1,1,false,3
C32622,4959,1.7,247,1,8,0,3,false,3
C32623,0,0.0,0,5,12,0,1,false,3
C32624,0,0.0,0,15,22,1,1,false,3
C32625,0,0.0,0,1,8,1,2,false,3
C32626,128250,95.0,6412,15,22,0,3,true,12
C32627,0,0.0,0,5,12,1,0,false,3
C32628,0,0.0,0,20,27,0,1,false,3
C32629,0,0.0,0,20,27,0,0,false,3
C32630,1071,0.2,53,15,22,3,0,false,3
C32631,59203,39.5,2960,1,8,1,1,true,12
C32632,80750,95.0,4037,20,27,0,0,true,9
C32633,0,0.0,0,5,12,0,1,false,3
C32634,0,0.0,0,5,12,0,0,false,3
C32635,572,0.3,28,15,22,1,1,false,3
C32636,2121,6.1,106,20,27,0,0,false,3
C32637,22490,15.5,1124,5,12,0,1,true,3
C32638,24875,13.8,1243,5,12,1,0,true,6
C32639,3844,2.1,192,5,12,1,1,false,3
C32640,0,0.0,0,1,8,0,1,false,3
C32641,0,0.0,0,1,8,0,0,false,3
C32642,90840,82.6,4542,1,8,0,1,true,12
C32643,59466,30.5,2973,1,8,0,3,true,9
C32644,4255,5.3,212,1,8,0,1,false,3
C32645,0,0.0,0,1,8,1,0,false,3
C32646,0,0.0,0,20,27,1,0,false,3
C32647,4190,1.0,209,15,22,0,0,false,3
C32648,0,0.0,0,10,17,0,2,false,3
C32649,0,0.0,0,15,22,0,1,false,3
C32650,16149,40.4,807,15,22,0,0,true,3
C32651,0,0.0,0,20,27,0,0,false,3
C32652,673168,80.6,33658,15,22,0,3,true,12
C32653,0,0.0,0,5,12,0,0,false,3
C32654,10837,3.1,541,5,12,0,2,true,6
C32655,42292,18.0,2114,20,27,1,1,true,12
C32656,130957,39.1,6547,15,22,2,1,true,12
C32657,0,0.0,0,15,22,0,0,false,3
C32658,0,0.0,0,1,8,1,1,false,3
C32659,52250,95.0,2612,10,17,1,1,true,12
C32660,0,0.0,0,1,8,0,1,false,3
C32661,0,0.0,0,1,8,1,1,false,3
C32662,0,0.0,0,1,8,0,3,false,3
C32663,0,0.0,0,15,22,0,2,false,3
C32664,123500,95.0,6175,5,12,0,1,true,12
C32665,0,0.0,0,5,12,0,0,false,3
C32666,31866,70.8,1593,10,17,0,0,true,9
C32667,94014,49.5,4700,10,17,0,2,true,12
C32668,3556,5.1,177,5,12,0,1,false,3
C32669,0,0.0,0,10,17,2,0,false,3
C32670,0,0.0,0,15,22,0,0,false,3
C32671,3869,4.3,193,15,22,1,1,false,3
C32672,1229,1.5,61,20,27,0,0,false,3
C32673,0,0.0,0,15,22,2,0,false,3
C32674,0,0.0,0,20,27,0,0,false,3
C32675,0,0.0,0,15,22,2,0,false,3
C32676,0,0.0,0,20,27,0,0,false,3
C32677,0,0.0,0,1,8,0,1,false,3
C32678,4936,9.9,246,10,17,0,0,false,3
C32679,3475,0.7,173,20,27,0,0,false,3
C32680,38828,14.7,1941,1,8,1,1,true,6
C32681,0,0.0,0,5,12,0,1,false,3
C32682,25001,83.3,1250,1,8,1,1,true,6
C32683,2277,0.8,113,1,8,0,1,false,3
C32684,39533,71.9,1976,1,8,3,1,true,6
C32685,0,0.0,0,1,8,0,3,false,3
C32686,90250,95.0,4512,15,22,1,0,true,9
C32687,0,0.0,0,10,17,1,0,false,3
C32688,49319,70.5,2465,20,27,1,2,true,9
C32689,78164,52.1,3908,5,12,0,0,true,12
C32690,2997,1.1,149,5,12,1,1,false,3
C32691,241,0.3,12,20,27,0,0,false,3
C32692,0,0.0,0,1,8,2,2,false,3
C32693,17792,7.1,889,1,8,2,2,true,6
C32694,16889,56.3,844,1,8,0,2,true,3
C32695,2808,0.3,140,20,27,0,1,false,3
C32696,0,0.0,0,10,17,0,1,false,3
C32697,0,0.0,0,15,22,2,1,false,3
C32698,48926,13.2,2446,15,22,0,3,true,6
C32699,12827,16.0,641,15,22,0,0,true,6
C32700,4389,0.7,219,10,17,0,3,false,3
C32701,16260,5.7,813,20,27,0,1,false,3
C32702,0,0.0,0,1,8,2,2,false,3
C32703,0,0.0,0,1,8,1,2,false,3
C32704,108709,41.8,5435,1,8,0,1,true,12
C32705,139050,30.9,6952,1,8,0,0,true,12
C32706,52250,95.0,2612,20,27,0,1,true,12
C32707,171,0.3,8,15,22,0,0,false,3
C32708,14832,4.0,741,1,8,0,2,true,9
C32709,322,0.1,16,20,27,1,1,false,3
C32710,0,0.0,0,5,12,0,0,false,3
C32711,0,0.0,0,20,27,2,0,false,3
C32712,0,0.0,0,10,17,1,0,false,3
C32713,86942,91.5,4347,1,8,0,1,true,9
C32714,22579,2.4,1128,5,12,0,0,true,3
C32715,918780,92.3,45939,1,8,2,3,true,12
C32716,91820,21.6,4591,10,17,1,0,true,9
C32717,0,0.0,0,10,17,0,0,false,3
C32718,9895,2.3,494,5,12,0,0,false,3
C32719,71981,10.4,3599,5,12,1,3,true,12
C32720,11438,5.9,571,20,27,2,0,true,3
C32721,8823,16.0,441,1,8,1,3,false,3
C32722,0,0.0,0,20,27,3,1,false,3
C32723,0,0.0,0,10,17,3,0,false,3
C32724,103193,42.1,5159,5,12,0,0,true,12
C32725,23455,67.0,1172,1,8,1,0,true,6
C32726,71250,95.0,3562,15,22,0,1,true,9
C32727,0,0.0,0,15,22,0,0,false,3
C32728,0,0.0,0,20,27,0,2,false,3
C32729,17015,48.6,850,20,27,0,1,true,3
C32730,2902,1.1,145,20,27,3,0,false,3
C32731,83771,88.2,4188,15,22,1,0,true,12
C32732,5732,8.2,286,1,8,1,0,false,3
C32733,44112,55.1,2205,10,17,0,0,true,9
C32734,515,0.2,25,20,27,0,3,false,3
C32735,44934,64.2,2246,5,12,0,0,true,6
C32736,0,0.0,0,20,27,0,0,false,3
C32737,0,0.0,0,20,27,1,0,false,3
