customer_id,dnc_source,dnc_date
C32944,TRAI,2025-09-24
C32952,TRAI,2026-02-26
C32969,TRAI,2025-10-22
C32992,TRAI,2026-01-17
C33018,Customer Request,2025-07-23
C33020,Customer Request,2025-12-17
C33023,Internal,2025-11-22
C33025,Internal,2025-05-09
C33037,TRAI,2025-04-22
C33039,TRAI,2025-05-23
C33048,TRAI,2026-01-29
C33051,Customer Request,2025-06-20
C33068,Customer Request,2025-11-24
C33071,Customer Request,2025-07-21
C33087,Internal,2026-03-07
C33094,Customer Request,2025-11-08
C33120,TRAI,2025-09-28
C33127,Customer Request,2025-05-22
C33141,TRAI,2025-05-16
C33150,TRAI,2025-05-25
C33157,TRAI,2025-08-13
C33163,TRAI,2026-02-22
C33164,Customer Request,2025-06-29
C33185,TRAI,2025-08-09
C33197,Customer Request,2025-07-12
C33202,TRAI,2025-07-26
C33207,Customer Request,2025-11-11
C33216,TRAI,2025-06-02
C33223,TRAI,2025-03-25
C33241,Customer Request,2025-11-23
C33264,TRAI,2025-09-12
C33267,Internal,2025-11-12
C33290,TRAI,2026-03-06
C33291,Customer Request,2025-04-06
C33295,Internal,2025-12-22
C33296,Customer Request,2025-05-26
C33303,TRAI,2025-07-25
C33305,Customer Request,2026-01-03
C33318,Customer Request,2025-12-10
C33354,Internal,2025-04-28
C33371,Customer Request,2025-04-24
C33402,TRAI,2025-04-27
C33411,TRAI,2025-08-29
C33422,Internal,2025-06-16
C33433,TRAI,2025-10-14
C33450,Customer Request,2025-10-27
C33463,TRAI,2025-03-29
C33468,TRAI,2025-05-01
C33470,Internal,2026-02-14
C33481,Internal,2026-02-16
C33482,TRAI,2025-08-30
C33492,Internal,2025-07-19
C33496,TRAI,2025-09-08
C33512,Internal,2025-12-15
C33520,TRAI,2025-05-31
C33534,TRAI,2026-01-03
C33544,Internal,2025-11-12
C33547,TRAI,2025-04-16
C33586,Customer Request,2025-05-21
C33631,TRAI,2025-11-19
C33654,Internal,2025-09-15
C33656,Internal,2025-06-30
C33662,Customer Request,2025-10-24
C33666,TRAI,2026-02-10
C33687,Internal,2025-09-19
C33695,Customer Request,2025-07-09
C33705,TRAI,2025-07-17
C33735,Internal,2025-07-26
C33740,Internal,2025-04-04
C33774,TRAI,2025-12-08
C33785,Customer Request,2026-01-29
C33789,TRAI,2025-08-26
C33798,TRAI,2025-10-18
C33814,TRAI,2026-01-18
C33822,TRAI,2025-10-24
C33830,TRAI,2025-12-29
C33833,Customer Request,2025-12-27
C33857,TRAI,2025-06-21
C33868,TRAI,2025-10-15
C33881,Customer Request,2025-03-30
C33890,TRAI,2025-07-15
C33895,Internal,2025-08-11
C33901,Customer Request,2025-04-18
C33914,TRAI,2025-10-16
C33931,TRAI,2026-02-10
C33935,TRAI,2025-11-16
C33937,Internal,2025-08-16
C33953,Internal,2025-04-13
C33955,Internal,2025-07-09
C33984,Customer Request,2025-07-23
C33996,Internal,2025-05-28
C34006,TRAI,2025-10-09
C34020,TRAI,2025-11-01
C34036,TRAI,2025-07-10
C34038,Internal,2025-10-18
C34047,TRAI,2025-12-29
C34064,Internal,2025-10-20
C34081,Customer Request,2025-12-19
C34086,TRAI,2025-06-13
C34087,Internal,2025-12-11
C34088,TRAI,2025-03-25
C34112,TRAI,2025-12-22
C34128,TRAI,2026-01-14
C34131,TRAI,2025-10-03
C34133,TRAI,2025-08-01
C34144,Internal,2025-09-06
C34145,TRAI,2025-11-29
C34154,TRAI,2025-04-08
C34166,Internal,2025-09-19
C34179,TRAI,2025-09-05
C34182,Customer Request,2025-06-11
C34202,TRAI,2025-06-14
C34224,Internal,2026-01-11
C34234,TRAI,2025-08-19
C34237,Customer Request,2025-12-30
C34241,Customer Request,2025-10-02
C34255,TRAI,2026-03-12
C34287,Internal,2025-04-17
C34290,Internal,2025-07-15
C34304,Internal,2025-05-25
C34331,TRAI,2025-05-29
C34352,Customer Request,2025-09-22
C34368,TRAI,2025-07-12
C34376,TRAI,2026-01-02
C34379,TRAI,2025-10-08
C34418,TRAI,2025-08-21
C34428,TRAI,2025-07-29
C34442,Internal,2026-01-26
C34448,Internal,2026-02-14
C34463,TRAI,2025-05-20
C34473,TRAI,2025-10-23
C34481,TRAI,2026-03-03
C34483,TRAI,2025-06-12
C34487,Customer Request,2025-04-02
C34495,TRAI,2025-06-25
C34500,Customer Request,2025-12-05
C34512,Customer Request,2025-10-03
C34523,TRAI,2025-04-07
C34529,Internal,2025-08-23
C34540,TRAI,2025-08-08
C34548,Internal,2025-08-29
C34551,Internal,2026-03-08
C34570,Internal,2025-09-19
C34590,Internal,2025-10-08
C34613,Customer Request,2025-05-31
C34620,TRAI,2025-11-24
C34630,Customer Request,2025-08-14
C34647,Customer Request,2025-10-18
C34653,TRAI,2025-08-09
C34665,Customer Request,2026-01-02
C34667,TRAI,2025-12-31
C34687,TRAI,2025-10-10
C34688,Customer Request,2025-06-19
C34697,Internal,2026-02-09
C34711,Customer Request,2026-01-28
C34742,TRAI,2025-08-17
C34751,Internal,2025-08-14
C34763,TRAI,2025-06-03
C34774,Customer Request,2025-05-28
C34795,TRAI,2025-12-02
C34802,TRAI,2025-08-31
C34828,Internal,2025-06-04
C34832,Customer Request,2026-02-21
C34857,Internal,2025-05-19
C34867,Internal,2025-07-05
C34881,Customer Request,2025-11-20
C34919,TRAI,2026-03-13
C34925,TRAI,2025-10-31
C34935,Internal,2025-04-21
C34939,Customer Request,2026-01-10
C34948,Internal,2025-08-13
C34953,TRAI,2025-07-06
C34967,TRAI,2026-02-28
C34971,TRAI,2025-10-24
C34989,Customer Request,2026-02-08
C34994,Internal,2025-05-21
C35002,Customer Request,2025-05-29
C35011,Customer Request,2025-11-02
C35027,Customer Request,2025-03-24
C35033,TRAI,2025-09-04
C35046,TRAI,2025-11-02
C35055,TRAI,2025-05-21
C35070,TRAI,2025-12-30
C35090,Internal,2025-07-21
C35118,TRAI,2025-09-13
C35126,TRAI,2026-02-15
C35145,Internal,2025-09-11
C35149,Customer Request,2025-04-23
C35152,Internal,2026-02-18
C35155,Internal,2025-10-16
C35156,TRAI,2025-06-24
C35170,TRAI,2025-04-27
C35220,TRAI,2026-01-25
C35222,TRAI,2025-06-09
C35240,Internal,2025-10-04
C35245,Internal,2025-10-27
C35257,Internal,2026-01-24
C35293,Internal,2025-12-31
C35294,TRAI,2026-01-03
C35302,Internal,2025-09-05
C35323,Customer Request,2025-08-16
C35329,Internal,2025-12-21
C35359,TRAI,2025-11-23
C35377,TRAI,2025-06-30
C35389,TRAI,2025-12-08
C35399,TRAI,2025-08-13
C35401,Customer Request,2026-02-03
C35411,TRAI,2026-01-06
C35439,TRAI,2025-07-12
C35441,Internal,2025-10-06
C35456,Internal,2026-01-02
C35457,Customer Request,2025-05-13
C35471,Internal,2025-12-16
C35476,Internal,2026-02-28
C35486,TRAI,2025-11-21
C35495,TRAI,2025-03-24
C35503,TRAI,2025-03-27
C35523,TRAI,2025-10-08
C35536,TRAI,2025-11-27
C35543,TRAI,2026-02-02
C35552,Customer Request,2025-03-26
C35566,TRAI,2026-02-03
C35567,TRAI,2025-07-10
C35575,Customer Request,2026-02-21
C35601,TRAI,2026-01-18
C35623,TRAI,2025-04-11
C35624,TRAI,2025-07-17
C35696,TRAI,2025-11-05
C35728,TRAI,2026-02-09
C35731,Internal,2025-04-07
C35735,TRAI,2026-01-24
C35739,TRAI,2025-05-10
C35749,TRAI,2025-05-18
C35751,TRAI,2025-12-10
C35754,Internal,2026-02-28
C35759,TRAI,2025-12-30
C35765,Internal,2025-05-22
C35789,Internal,2025-09-15
C35791,TRAI,2025-07-01
C35805,TRAI,2025-06-29
C35810,TRAI,2026-01-23
C35820,TRAI,2025-06-17
C35830,TRAI,2025-12-06
C35844,Internal,2025-12-17
C35866,TRAI,2026-01-23
C35875,TRAI,2025-06-29
C35882,Customer Request,2025-09-08
C35890,TRAI,2025-08-01
C35901,TRAI,2025-12-12
C35908,Internal,2025-09-01
C35925,Customer Request,2025-11-25
C35927,TRAI,2025-08-18
C35948,TRAI,2025-10-05
C35955,TRAI,2025-07-19
C35958,TRAI,2025-06-21
C35978,TRAI,2025-07-04
C35993,Internal,2025-10-18
C36004,TRAI,2026-01-31
C36010,Internal,2025-07-05
C36023,TRAI,2025-08-29
C36032,Internal,2025-07-24
C36048,Internal,2025-03-28
C36052,Customer Request,2025-11-19
C36058,Customer Request,2025-10-17
C36105,Customer Request,2025-12-08
C36108,TRAI,2025-07-14
C36127,Internal,2025-12-13
C36134,TRAI,2025-04-03
C36139,Customer Request,2025-04-04
C36162,TRAI,2025-08-24
C36163,Customer Request,2025-06-20
C36191,TRAI,2026-01-12
C36216,TRAI,2025-08-24
C36226,Customer Request,2025-03-24
C36256,TRAI,2025-12-18
C36261,TRAI,2025-09-09
C36285,TRAI,2025-09-22
C36311,TRAI,2025-05-14
C36313,Customer Request,2026-01-11
C36317,TRAI,2025-08-09
C36329,Customer Request,2025-10-23
C36335,Internal,2025-04-19
C36345,Customer Request,2025-09-13
C36346,Customer Request,2025-04-07
C36355,Customer Request,2025-07-09
C36365,Internal,2025-12-29
C36367,Customer Request,2026-01-18
C36369,TRAI,2025-11-06
C36373,Customer Request,2025-07-03
C36393,TRAI,2025-04-27
C36407,TRAI,2026-02-27
C36416,TRAI,2026-02-15
C36417,TRAI,2025-07-02
C36424,TRAI,2025-12-13
C36435,Customer Request,2025-05-09
C36450,Internal,2025-12-26
C36452,Internal,2025-04-30
C36483,TRAI,2026-02-03
C36493,Customer Request,2025-07-19
C36502,TRAI,2025-10-15
C36503,Customer Request,2025-07-06
C36516,Internal,2025-06-10
C36521,Internal,2025-06-11
C36524,TRAI,2026-02-26
C36540,Customer Request,2026-01-13
C36559,Customer Request,2025-07-27
C36571,Internal,2025-09-03
C36573,Customer Request,2025-07-22
C36575,TRAI,2026-02-26
C36578,TRAI,2025-06-02
C36593,Internal,2025-12-20
C36607,Customer Request,2025-08-06
C36610,TRAI,2025-10-06
C36612,Customer Request,2025-07-08
C36621,TRAI,2025-05-27
C36640,Customer Request,2025-04-11
C36647,Customer Request,2025-07-14
C36675,TRAI,2025-06-28
C36724,TRAI,2025-08-26
C36745,Internal,2025-07-04
C36755,Customer Request,2025-05-03
C36765,Internal,2025-10-20
C36774,Internal,2026-02-11
C36779,TRAI,2025-05-16
C36787,TRAI,2026-01-08
C36788,Internal,2025-09-17
C36789,TRAI,2025-04-28
C36812,Internal,2025-09-01
C36820,TRAI,2025-08-07
C36843,Internal,2025-09-13
C36865,Customer Request,2025-09-16
C36877,TRAI,2025-04-10
C36883,TRAI,2025-11-08
C36907,TRAI,2025-04-17
C36909,Internal,2025-05-15
C36920,TRAI,2025-03-27
C36924,TRAI,2025-10-09
C36951,TRAI,2025-09-23
C36960,TRAI,2026-03-04
C36973,Internal,2026-02-23
C36975,Customer Request,2025-04-12
C36980,Customer Request,2025-05-28
C36996,Customer Request,2025-10-29
C37000,TRAI,2025-07-17
C37006,TRAI,2025-10-03
C37021,Customer Request,2025-05-26
C37026,Customer Request,2025-09-30
C37045,TRAI,2025-07-07
C37059,TRAI,2025-03-26
C37075,TRAI,2025-09-23
C37087,Customer Request,2025-06-30
C37088,Internal,2025-12-19
C37093,Internal,2025-09-09
C37102,Customer Request,2025-12-01
C37107,Customer Request,2025-04-23
C37109,TRAI,2025-06-13
C37112,TRAI,2025-10-18
C37153,Internal,2026-02-18
C37155,Internal,2025-05-25
C37156,Customer Request,2025-11-19
C37187,TRAI,2025-05-22
C37212,TRAI,2025-05-15
C37222,Internal,2025-10-26
C37248,TRAI,2025-05-28
C37250,Customer Request,2025-08-08
C37253,TRAI,2025-09-18
C37266,TRAI,2025-04-15
C37276,Internal,2025-06-29
C37286,Internal,2025-08-05
C37289,Internal,2025-12-02
C37296,Customer Request,2025-08-21
C37304,Internal,2025-04-29
C37310,Customer Request,2025-04-05
C37324,TRAI,2026-03-05
C37326,TRAI,2025-05-23
C37347,Customer Request,2025-11-25
C37362,Customer Request,2025-10-28
C37391,Customer Request,2025-05-29
C37400,TRAI,2025-06-20
C37401,TRAI,2025-09-09
C37418,Customer Request,2025-12-29
C37426,TRAI,2025-12-27
C37431,Internal,2025-08-04
C37437,Customer Request,2025-10-02
C37439,TRAI,2025-04-24
C37445,TRAI,2025-08-15
C37448,Internal,2025-10-19
C37464,TRAI,2025-11-03
C37479,TRAI,2025-08-19
C37487,TRAI,2026-01-15
C37500,TRAI,2025-12-06
C37516,TRAI,2025-11-09
C37523,Internal,2025-07-20
C37538,Customer Request,2025-06-01
C37541,Customer Request,2025-08-10
C37570,TRAI,2025-12-01
C37577,TRAI,2025-10-26
C37581,TRAI,2026-02-28
C37584,Internal,2025-10-23
C37585,TRAI,2025-04-19
C37594,TRAI,2025-07-09
C37604,TRAI,2026-02-14
C37635,TRAI,2025-10-05
C37647,Internal,2026-02-10
C37652,Customer Request,2025-09-09
C37678,TRAI,2025-08-23
C37738,TRAI,2025-11-14
C37756,TRAI,2025-05-26
C37765,TRAI,2025-06-20
C37794,Internal,2025-07-03
C37818,TRAI,2025-11-13
C37823,TRAI,2025-10-05
C37842,Internal,2025-05-19
C37847,Customer Request,2025-11-14
C37851,Customer Request,2025-11-23
C37855,TRAI,2026-01-19
C37882,TRAI,2025-11-25
C37903,Internal,2025-08-01
C37905,Customer Request,2025-11-04
C37928,TRAI,2025-07-06
C37952,Internal,2026-01-16
C37965,Internal,2025-06-08
C37969,Customer Request,2025-07-14
C37976,TRAI,2025-10-23
C37979,TRAI,2025-09-10
C37992,Customer Request,2025-09-07
C38013,Internal,2026-03-04
C38023,TRAI,2025-04-09
C38032,TRAI,2025-03-26
C38038,TRAI,2025-11-05
C38044,Customer Request,2025-10-07
C38049,Internal,2025-03-29
C38054,TRAI,2025-06-14
C38067,TRAI,2025-07-31
C38075,Customer Request,2026-03-10
C38080,Customer Request,2025-11-04
C38120,Internal,2026-01-27
C38129,TRAI,2025-10-13
C38134,TRAI,2025-12-22
C38137,Customer Request,2025-04-25
C38146,Internal,2025-04-19
C38158,Customer Request,2026-02-25
C38160,Internal,2026-02-01
C38205,Customer Request,2025-07-16
C38218,Customer Request,2025-09-25
C38251,Customer Request,2026-01-22
C38262,TRAI,2025-11-01
C38277,TRAI,2025-09-15
C38280,Customer Request,2025-05-10
C38293,Internal,2025-07-25
C38298,TRAI,2026-02-16
C38303,TRAI,2025-04-26
C38311,Customer Request,2025-04-20
C38338,TRAI,2026-03-13
C38353,Customer Request,2025-12-02
C38359,Internal,2025-10-05
C38386,TRAI,2026-01-17
C38401,TRAI,2025-11-07
C38422,TRAI,2025-05-14
C38432,Customer Request,2025-10-02
C38437,Customer Request,2025-07-13
C38445,TRAI,2025-11-01
C38463,TRAI,2025-03-28
C38472,Internal,2025-10-21
C38507,TRAI,2026-01-30
C38520,Customer Request,2025-09-07
C38532,TRAI,2025-08-25
C38545,Customer Request,2025-05-26
C38546,TRAI,2026-03-04
C38548,TRAI,2025-06-02
C38565,TRAI,2026-01-28
C38584,Customer Request,2025-12-03
C38587,Internal,2025-12-18
C38592,TRAI,2025-08-21
C38611,Customer Request,2025-05-11
C38624,Internal,2025-12-28
C38628,TRAI,2025-09-07
C38638,TRAI,2025-05-28
C38643,TRAI,2026-03-07
C38659,Customer Request,2025-07-25
C38667,Customer Request,2026-01-13
C38672,TRAI,2025-11-30
C38673,TRAI,2025-10-29
C38690,Internal,2025-07-04
C38706,Customer Request,2026-01-07
C38715,Customer Request,2025-11-29
C38719,TRAI,2025-10-21
C38720,TRAI,2025-08-12
C38723,TRAI,2025-08-17
C38725,TRAI,2026-02-28
C38740,Internal,2025-10-31
C38763,TRAI,2025-05-02
C38782,Customer Request,2025-11-07
C38786,Internal,2025-05-20
C38794,Customer Request,2026-01-30
C38800,TRAI,2025-07-17
C38823,TRAI,2025-09-30
C38862,Customer Request,2025-03-28
C38890,TRAI,2025-08-30
C38900,Customer Request,2025-05-13
C38918,Internal,2026-02-05
C38920,TRAI,2025-06-02
C38953,TRAI,2026-02-16
C38969,Internal,2025-11-14
C39006,Customer Request,2025-09-14
C39020,TRAI,2026-03-12
C39021,Internal,2025-06-29
C39022,Customer Request,2025-10-11
C39031,Customer Request,2025-04-05
C39033,Internal,2026-01-06
C39046,TRAI,2025-05-21
C39050,TRAI,2025-11-01
C39067,TRAI,2025-06-30
C39077,Customer Request,2025-09-22
C39088,Customer Request,2026-01-06
C39092,TRAI,2025-10-03
C39107,Customer Request,2026-01-01
C39109,Internal,2026-01-14
C39116,Internal,2026-02-20
C39122,TRAI,2025-07-02
C39132,Internal,2025-09-11
C39139,Customer Request,2025-10-21
C39154,Internal,2025-05-05
C39159,Internal,2025-06-23
C39170,Internal,2025-08-03
C39171,TRAI,2025-10-04
C39176,Customer Request,2025-12-27
C39185,Customer Request,2026-02-15
C39197,TRAI,2025-12-28
C39198,TRAI,2025-11-17
C39218,TRAI,2026-02-24
C39224,Customer Request,2025-11-01
C39226,TRAI,2025-07-18
C39243,Customer Request,2026-01-14
C39251,Customer Request,2026-02-22
C39270,Customer Request,2025-09-13
C39275,Customer Request,2025-07-23
C39279,Customer Request,2026-01-16
C39294,TRAI,2026-01-10
C39342,Internal,2026-01-26
C39344,TRAI,2025-10-20
C39345,TRAI,2025-12-18
C39351,Internal,2025-05-30
C39367,TRAI,2025-05-20
C39377,TRAI,2025-06-18
C39378,TRAI,2025-08-13
C39392,TRAI,2025-11-08
C39404,Customer Request,2025-04-02
C39418,TRAI,2025-09-27
C39420,TRAI,2025-10-20
C39429,TRAI,2025-08-25
C39431,Internal,2025-05-16
C39438,TRAI,2025-09-30
C39452,TRAI,2026-02-28
C39454,TRAI,2025-07-22
C39459,Customer Request,2025-07-25
C39518,Internal,2025-05-14
C39525,TRAI,2025-09-27
C39528,TRAI,2025-04-13
C39567,Customer Request,2025-09-29
C39611,TRAI,2025-11-26
C39625,TRAI,2025-04-19
C39629,Internal,2025-09-30
C39634,TRAI,2026-02-06
C39638,Customer Request,2026-01-26
C39677,Customer Request,2025-11-04
C39697,TRAI,2025-11-12
C39701,Customer Request,2026-01-28
C39703,TRAI,2025-11-28
C39708,TRAI,2025-08-28
C39723,Customer Request,2025-10-20
C39731,TRAI,2026-01-12
C39744,Internal,2025-07-06
C39765,Customer Request,2025-10-07
C39776,TRAI,2025-09-12
C39784,TRAI,2025-09-07
C39792,TRAI,2025-07-07
C39804,Customer Request,2025-08-28
C39806,Customer Request,2025-10-28
C39849,Customer Request,2026-01-27
C39850,Customer Request,2025-09-07
C39885,TRAI,2025-08-04
C39886,Customer Request,2026-01-26
C39902,TRAI,2025-06-25
C39917,Internal,2025-07-20
C39937,TRAI,2025-04-17
C39939,TRAI,2025-07-04
C39946,TRAI,2025-10-17
C39948,Customer Request,2025-08-03
C39958,TRAI,2025-07-13
C39959,Internal,2025-12-28
C39984,TRAI,2025-03-29
C39992,Internal,2025-11-07
C40025,Customer Request,2025-10-14
C40038,TRAI,2025-06-05
C40051,TRAI,2026-02-19
C40060,TRAI,2025-06-26
C40069,Customer Request,2025-08-15
C40085,TRAI,2025-07-20
C40097,Internal,2025-09-14
C40114,Internal,2025-05-19
C40119,TRAI,2025-06-30
C40125,TRAI,2026-01-15
C40142,Customer Request,2025-12-13
C40160,TRAI,2025-08-25
C40216,TRAI,2026-01-31
C40220,Customer Request,2025-10-13
C40237,Internal,2025-05-18
C40240,Customer Request,2025-04-05
C40250,Customer Request,2025-04-29
C40253,Internal,2025-09-21
C40286,TRAI,2025-11-26
C40310,TRAI,2026-02-02
C40349,Internal,2025-04-04
C40365,TRAI,2025-08-04
C40392,TRAI,2026-03-12
C40416,Customer Request,2026-01-14
C40426,TRAI,2025-12-17
C40441,Customer Request,2025-07-22
C40442,Customer Request,2025-04-12
C40444,Customer Request,2025-10-10
C40452,Internal,2025-03-26
C40464,Customer Request,2025-10-11
C40491,TRAI,2026-01-09
C40499,TRAI,2026-03-07
C40504,TRAI,2026-01-16
C40508,TRAI,2025-12-08
C40521,TRAI,2025-11-27
C40523,Customer Request,2025-04-16
C40532,TRAI,2025-04-16
C40539,TRAI,2025-08-03
C40548,TRAI,2026-01-29
C40558,Internal,2025-07-20
C40561,TRAI,2025-07-15
C40569,Customer Request,2026-03-03
C40580,TRAI,2025-12-19
C40590,TRAI,2025-07-30
C40594,Customer Request,2025-07-16
C40596,TRAI,2025-07-27
C40597,TRAI,2025-12-01
C40610,Internal,2025-05-27
C40624,Customer Request,2026-02-16
C40631,Internal,2026-03-10
C40642,TRAI,2025-04-26
C40655,Customer Request,2025-08-14
C40664,Customer Request,2025-05-22
C40681,Internal,2026-02-24
C40696,Customer Request,2025-08-22
C40708,Customer Request,2025-06-25
C40717,Customer Request,2025-11-16
C40746,TRAI,2025-06-17
C40751,TRAI,2025-08-10
C40754,Internal,2025-06-04
C40761,TRAI,2025-10-28
C40766,Customer Request,2025-07-15
C40771,TRAI,2025-07-04
C40791,Internal,2025-07-28
C40823,Customer Request,2026-03-04
C40830,TRAI,2025-10-18
C40831,TRAI,2025-07-17
C40836,Internal,2025-08-02
C40861,TRAI,2025-06-28
C40877,TRAI,2025-05-18
C40882,Internal,2025-05-10
C40892,Customer Request,2026-01-06
C40901,Internal,2025-08-27
C40911,Customer Request,2025-04-04
C40927,Internal,2025-07-16
C40948,TRAI,2025-04-30
C40951,TRAI,2025-10-21
C40976,TRAI,2025-04-07
C40986,Customer Request,2026-01-07
C41013,TRAI,2025-12-02
C41030,TRAI,2025-05-08
C41046,Customer Request,2026-01-22
C41047,Customer Request,2025-07-05
C41052,Internal,2025-11-14
C41059,TRAI,2025-06-02
C41061,TRAI,2026-03-05
C41082,Internal,2025-11-01
C41103,Internal,2025-04-02
C41105,TRAI,2025-12-15
C41121,TRAI,2026-02-10
C41129,Internal,2025-08-06
C41152,TRAI,2025-05-02
C41157,TRAI,2026-01-12
C41164,TRAI,2025-07-08
C41167,Internal,2025-09-21
C41180,Internal,2026-02-19
C41188,Internal,2025-12-27
C41203,TRAI,2026-02-17
C41204,Customer Request,2025-07-23
C41231,TRAI,2026-01-19
C41233,TRAI,2025-05-31
C41259,TRAI,2025-06-28
C41268,TRAI,2025-12-19
C41282,TRAI,2025-11-29
C41285,Internal,2025-12-24
C41303,Internal,2025-07-31
C41317,Customer Request,2026-01-23
C41318,TRAI,2025-04-17
C41319,Internal,2025-09-24
C41335,TRAI,2026-01-11
C41341,TRAI,2025-08-02
C41366,Customer Request,2026-03-11
C41367,TRAI,2025-07-15
C41377,Internal,2025-10-19
C41381,TRAI,2026-01-30
C41446,Internal,2025-09-05
C41453,Customer Request,2025-09-11
C41476,TRAI,2025-12-27
C41479,Customer Request,2025-11-18
C41480,TRAI,2025-08-07
C41483,Customer Request,2025-08-17
C41497,Customer Request,2025-06-23
C41500,Internal,2026-02-27
C41509,Customer Request,2025-12-30
C41510,TRAI,2025-06-23
C41514,TRAI,2026-01-30
C41519,Internal,2025-10-04
C41524,Customer Request,2025-12-20
C41527,Customer Request,2026-02-11
C41572,Customer Request,2026-02-24
C41578,TRAI,2025-05-24
C41579,TRAI,2025-04-25
C41584,Internal,2025-08-12
C41585,Customer Request,2025-03-31
C41593,Internal,2025-10-05
C41601,Internal,2026-03-10
C41605,Internal,2025-06-17
C41622,TRAI,2025-08-20
C41650,Customer Request,2025-04-19
C41655,TRAI,2025-06-09
C41672,Customer Request,2025-09-19
C41674,Customer Request,2025-12-03
C41687,Internal,2026-01-30
C41692,TRAI,2025-06-12
C41693,Internal,2025-08-27
C41700,TRAI,2025-06-21
C41704,Internal,2025-11-25
C41721,TRAI,2025-06-26
C41730,Internal,2025-06-21
C41739,Internal,2025-04-23
C41748,TRAI,2026-03-03
C41755,TRAI,2025-06-11
C41762,Internal,2025-11-11
C41796,Internal,2025-08-10
C41805,TRAI,2026-02-12
C41825,Internal,2025-11-02
C41827,Internal,2026-01-10
C41834,TRAI,2025-04-15
C41886,TRAI,2025-07-28
C41898,Internal,2025-05-25
C41928,TRAI,2025-07-25
C41931,Internal,2025-11-14
C41933,TRAI,2025-09-16
C41994,Internal,2025-10-20
C42037,TRAI,2025-09-02
C42042,TRAI,2026-01-20
C42054,Internal,2025-06-23
C42056,TRAI,2025-09-11
C42076,Customer Request,2026-01-23
C42084,TRAI,2025-08-09
C42119,Customer Request,2026-02-01
C42130,TRAI,2026-02-11
C42135,Customer Request,2026-01-07
C42150,Customer Request,2025-11-25
C42174,Customer Request,2026-02-03
C42175,Internal,2025-04-02
C42191,Customer Request,2025-05-17
C42195,Customer Request,2025-10-30
C42202,Customer Request,2025-04-23
C42204,Customer Request,2025-08-01
C42209,Customer Request,2025-08-13
C42219,TRAI,2025-12-31
C42237,TRAI,2025-07-09
C42253,Customer Request,2026-01-07
C42263,TRAI,2025-03-24
C42274,TRAI,2025-07-24
C42290,Customer Request,2026-02-26
C42298,TRAI,2025-06-01
C42299,Internal,2026-01-13
C42316,Customer Request,2026-01-17
C42318,TRAI,2025-09-06
C42319,Internal,2026-02-22
C42320,TRAI,2026-01-13
C42327,Internal,2025-10-09
C42347,Internal,2025-10-10
C42365,Internal,2025-07-09
C42366,TRAI,2025-12-31
C42371,TRAI,2025-05-17
C42372,Customer Request,2026-02-18
C42382,Internal,2025-10-20
C42416,TRAI,2025-12-11
C42432,Customer Request,2026-03-13
C42457,TRAI,2025-06-07
C42464,Internal,2026-02-08
C42504,TRAI,2025-08-13
C42530,Customer Request,2025-05-25
C42544,Internal,2025-05-29
C42556,Customer Request,2025-09-23
C42557,Customer Request,2025-07-14
C42558,TRAI,2026-01-03
C42564,Customer Request,2025-07-27
C42575,Customer Request,2025-12-28
C42635,Internal,2026-01-28
C42646,Customer Request,2025-08-28
C42658,TRAI,2025-08-24
C42660,Internal,2025-06-11
C42674,TRAI,2025-04-05
C42675,Customer Request,2025-10-23
C42693,TRAI,2025-12-20
C42695,TRAI,2025-05-26
C42696,Internal,2025-05-31
C42706,TRAI,2025-04-19
C42719,TRAI,2025-12-06
C42721,TRAI,2025-05-27
C42743,TRAI,2025-07-14
C42750,TRAI,2026-01-12
C42756,TRAI,2026-03-05
C42764,Internal,2025-11-29
C42769,TRAI,2025-05-22
C42776,Customer Request,2026-01-30
C42785,Internal,2025-08-21
C42806,TRAI,2025-07-06
C42808,TRAI,2025-09-21
C42819,Customer Request,2025-12-12
C42839,Customer Request,2026-03-02
C42854,Internal,2025-08-31
C42866,Internal,2026-01-27
C42879,TRAI,2026-01-23
C42889,TRAI,2025-10-19
C42892,TRAI,2025-12-11
C42893,Internal,2026-01-28
C42895,TRAI,2025-10-08
C42936,Customer Request,2025-04-01
C42943,TRAI,2026-02-12
C42956,Internal,2025-12-12
C42957,TRAI,2026-02-13
C42961,Internal,2025-08-27
C42987,TRAI,2025-10-02
C42996,TRAI,2025-08-15
C43023,Internal,2025-11-02
C43061,Customer Request,2026-01-12
C43065,TRAI,2025-12-01
C43066,TRAI,2025-05-13
C43071,TRAI,2025-07-05
C43074,Customer Request,2026-01-15
C43085,Internal,2026-02-11
C43087,Internal,2025-07-20
C43090,Customer Request,2026-02-09
C43099,Customer Request,2026-02-28
C43101,Customer Request,2025-04-24
C43119,TRAI,2026-03-05
C43126,Internal,2025-06-04
C43128,TRAI,2025-11-08
C43152,TRAI,2025-10-10
C43192,Customer Request,2025-07-29
C43217,TRAI,2025-04-23
C43237,TRAI,2026-01-01
C43249,Internal,2025-06-11
C43260,TRAI,2025-11-09
C43269,Customer Request,2025-06-03
C43328,Customer Request,2026-02-21
C43338,TRAI,2025-07-20
C43343,Internal,2025-04-14
C43382,TRAI,2026-03-14
C43389,TRAI,2025-07-11
C43393,Internal,2025-05-12
C43395,Internal,2025-03-31
C43404,Customer Request,2025-09-16
C43409,TRAI,2025-05-19
